s.no,code,product_name,brands,energy-kcal_value,sugars_value,carbohydrates_value,sugar_to_carb_ratio
2100,6.11E+12,Petit frais,,37,9,9,1
2101,5.45E+12,Schweppes citron 45cl,Schweppes,19.2,11,0,0
2102,8.64E+12,,,158.2,5.6,7.1,0.788732394
2103,8.00E+12,Nutella-Eis,Nutella,344,29,29.8,0.973154362
2104,3.16E+12,Pastis de Marseille,Ricard,252,11.1429842,29.40528301,0
2105,3.04E+12,Le Ravioli pur boeuf,Panzani,91,1.4,13,0.107692308
2106,3.05E+12,Confiture Framboises,Bonne Maman,239,57,57,1
2107,3.23E+12,Amande chocolat,Bjorg,59,7.2,9.2,0.782608696
2108,8.71E+12,L’original,Maille,13,0.7,2,0.35
2109,3.02E+12,Duo Fourré Goût Chocolat 🍫 Noisette 🥜,Belvita,113,7,17,0.411764706
2110,3.26E+12,Le Moelleux,Ker Cadélac,437,26,48,0.541666667
2111,4.06E+12,Bio napitak od zobi,Vemondo,37,4.4,5.6,0.785714286
2112,3.12E+12,Emmental Français Sans additif,Entremont,382,0.5,0.5,1
2113,3.25E+12,Avoine,Carrefour,43,5,7.2,0.694444444
2114,8.48E+12,Margarina 100% vegetal,Hacendado,540,0.5,0.5,1
2115,8.41E+12,Galletas Desayuno Zero Sin Azúcares,Gullón,410,1.4,65,0.021538462
2116,8.01E+12,Geschälte Tomaten,Mutti,22,2.9,3.6,0.805555556
2117,8.41E+12,Mini mix,Gullón,465,9,64,0.140625
2118,5.74E+12,Lurpak Spreadable Slightly Salted,Lurpak,68,0.1,0.1,1
2119,8.80E+12,Shin Ramyun Noodle Gourmet Spicy,"Nongshim, chinanudeln",422,3,68,0.044117647
2120,20201838,Dijon Mustard,Batts,156,2.7,3.2,0.84375
2121,5.06E+12,Special K Chocolat noir,Kellogg's,424,17,81,0.209876543
2122,5.01E+12,Chopped tomatoes,Napolina,23,3.6,3.6,1
2123,5.01E+12,"Low Sugar Granola, Wholegrain Oats, Almonds & Seeds",Eat Natural,495,4.4,33,0.133333333
2124,5.00E+12,Semi-Skimmed Milk 4pts,"Cravendale, Duracell, Tesco",49,4.8,4.8,1
2125,5.01E+12,Lincolnshire sausages,Cauldron,162,0.5,7.3,0.068493151
2126,8.08E+12,"Gran Cereale classico, Fiocchi d avena, farrone orzo","Barilla,Gran Cereale",461,17,61.4,0.276872964
2127,5.01E+12,granary wholemeal bread,Hovis,236,2.4,39.8,0.060301508
2128,4.09E+12,Chunky chopped tomatoes,Aldi,22,3.8,3.8,1
2129,4.06E+12,Coconut And Rice Milk,Vemondo,19,1.9,2.8,0.678571429
2130,3.76E+12,Mousline Nature,Mousline,76,2.4,13,0.184615385
2131,5.06E+12,Vegetable soup,New Covent Garden,90,4.4,15.5,0.283870968
2132,5.04E+12,Fruity favourites,Yeo Valley,109.4117647,9.529411765,10.82352941,0.880434783
2133,5.02E+12,Lightly Salted Potato Chips,Kettle,494,0.1,56.7,0.001763668
2134,4.06E+12,Smooth Peanut Butter No Added Palm Oil,The Foodie Market,95,0.105,1.8,0.058333333
2135,5.00E+12,Baked beans in tomato sauce,Waitrose,87,4.4,14,0.314285714
2136,20508111,Malt wheaties,Crownfield,112,3.1,25.4,0.122047244
2137,8.72E+12,Mantequilla Tulipán,Tulipan,531,0.5,0.5,1
2138,6.11E+12,Douceur de fromage,Rafii,97,11.1429842,9.4,0
2139,3.23E+12,Pain de mie american sandwich complet sans sucres ajoutés maxi 900g,Harrys,280,3.6,43,0.08372093
2140,8.00E+12,Nutella B-ready,"Ferrero,Nutella b-ready",521,47.1,60.7,0.775947282
2141,20081232,Captain Rondo Cacao,"Lidl, Sondey",468,30,66,0.454545455
2142,3.39E+12,Grany Noisettes 5 céréales,LU,95,3.8,12,0.316666667
2143,3.18E+12,Unleavened Breads,Biscuiterie d'Agen,364,1.1,76.9,0.014304291
2144,3.23E+12,Quinoa Tomates Olives,Bjorg,146,2.5,22,0.113636364
2145,3.18E+12,Tartelettes citron,Bonne Maman,453,41,66,0.621212121
2146,3.08E+12,1664,"1664 Blonde, Kronenbourg",45,0.08,3,0.026666667
2147,3.18E+12,"Ravioli au tofu, tomates, basilic",Céréal Bio,111,2.9,15,0.193333333
2148,8.71E+12,Maille Cornichons Extra-Fins L'Original Bocal 380g,Maille®,22,0.5,0.5,1
2149,3.76E+12,Parmigiano Reggiano,"Casa azzurra, Granarolo",402,0,0,0
2150,3.26E+12,Galettes millet et boulghour aux champignons,Céréal bio,189,3.7,26,0.142307692
2151,3.17E+12,Profil pack pure canne bio kraft daddy 750g,Daddy,400,100,100,1
2152,8.41E+12,Hogaza Masa Madre y Cereales,The Rustik Bakery,245,2.9,38,0.076315789
2153,8.48E+12,Leche desnatada +Proteinas Sin lactosa,Hacendado,44,4.6,4.6,1
2154,8.48E+12,#NAME?,Hacendado,52,3.1,3.1,1
2155,6174988,Pan Gratí,Schar,256,5.8,41,0.141463415
2156,8.48E+12,Integral familiar 100%,Hacendado,79.04,0.899,12.992,0.069196429
2157,3.56E+12,Grainéa Muesli - 4 Noix,"Marque Repère, Grainéa",463,16,60,0.266666667
2158,5.05E+12,Pringles Hot & Spicy,PRINGLES,533,2.7,55,0.049090909
2159,5.05E+12,Corn Flakes Cereal,Kellogg's,378,8,84,0.095238095
2160,5.01E+12,2 Vegetarian Mozzarella Burgers,Linda McCartney,265,0.9,8.2,0.109756098
2161,3.12E+12,"SCHWEPPES AGRUMES ZERO 1,5L",s.a schweppes international,2.3,0.3,0.3,1
2162,20975364,Organic Tofu,Lidl,113,0.5,0.8,0.625
2163,5.01E+12,Ready Rolled Puff Pastry Sheet,Jus Rol,181,0.3,18,0.016666667
2164,5.00E+12,Beanz,Heinz,81,4.3,15.5,0.277419355
2165,5.06E+12,Greek Style Natural Yogurt,Tesco Creamfields,91,4.6,4.6,1
2166,5.05E+12,Fruit Crunch Crisp,Ryvita,370,19.4,66.6,0.291291291
2167,5.06E+12,Spinach and Ricotta Tortelloni,Tesco,369,2.3,56.6,0.040636042
2168,29210053,Crafted Signature Sourdough Bread,Marks & Spencer,226,11.1429842,51.9,0
2169,6.11E+12,Abtal,Valencia,49,11.2,12,0.933333333
2170,5.00E+12,"Tomato, Grana Padano & Mascarpone",Heinz,95,4.7,5.7,0.824561404
2171,5.06E+12,Piadina,Crosta & Mollica,303,1.1,47,0.023404255
2172,6.11E+12,Kiri carré 12p,Kiri,230,2,3.5,0.571428571
2173,4.06E+12,Bio Mango-Lime,Lidl,60,13.05,14,0.932142857
2174,3.23E+12,Pain AMS complet,Harrys,253,4.9,41.7,0.117505995
2175,3.18E+12,Madeleines aux œufs de poules élevées en plein air,St Michel,476,22,52,0.423076923
2176,5.04E+12,Super Smoothie Antioxydant,Innocent,54,11,13,0.846153846
2177,3.17E+12,,QUAKER,455,16,57,0.280701754
2178,5.41E+12,200G CHOC LAIT COTE D OR,"Côte d’or, Mondelez",520,55,57,0.964912281
2179,3.39E+12,Crackers heudebert,"Heudebert,LU,Mondelez",430,1,68,0.014705882
2180,4.00E+12,KERRYGOLD  extra ungesalzen,"Kerrygold,Ornua Deutschland",17.67,0.015,0.015,1
2181,3.28E+12,Saint Agur Crème,"Saint Agur, Savencia",286,0.8,2.3,0.347826087
2182,3.45E+12,Sel moulu de Guérande,Le Guérandais,0,0,0,0
2183,7.61E+12,MAGGI Bouillon KUB Légumes,Maggi,241,16.3,32.5,0.501538462
2184,8.48E+12,tomate frito receta artesana,Hacendado,201,12.5,14.3,0.874125874
2185,8.71E+12,Maille Moutarde Fine De Dijon L'Originale Verrine 165g,Maille,144,2,2.6,0.769230769
2186,8.08E+12,Pâtes Spaghettini N°3 500G,Barilla,359,3.5,71,0.049295775
2187,5.20E+12,Yaourt grec,Delta,134,3.8,3.8,1
2188,8.08E+12,Gran Cereale Cioccolato,"Barilla, Mulino Bianco",457,29,59,0.491525424
2189,5.20E+12,Crémeux saveur original,Violife,239,0,8,0
2190,5.01E+12,Weetabix organic imp,Weetabix,358,4.4,70,0.062857143
2191,5.01E+12,Crunchy Nut Bars with Peanuts & Chocolate,Eat Natural,229,8.4,14.6,0.575342466
2192,50457878,Classic barbecue,Heinz,21,4.3,5.1,0.843137255
2193,8.72E+12,Light Mayonnaise,Hellman's,269,0.506,6.1,0.08295082
2194,5.01E+12,Lyle's Golden Syrup,Abram Lyle & Sons,317,79,79,1
2195,4.06E+12,"Boisson au soja, sucré",Vemondo,40,2.5,3.1,0.806451613
2196,5.06E+12,Raw Fruit & Nut Bars - Salted Caramel,nākd,367,52,56.6,0.918727915
2197,4.06E+12,Süßstoff,Lidl,25,0,0,0
2198,4.06E+12,Barista Oat milk - Vemondo,Vemondo,130,5.5,14.3,0.384615385
2199,3.76E+12,Suprêmes panés végétaux et gourmands,HappyVore,232,0.6,15,0.04
2200,5.06E+12,Baked Beans,Stockwell & Co.,87,4.5,14.6,0.308219178
2201,5.06E+12,naturya organic cacao powder,Naturya,364,1,22,0.045454545
2202,8.00E+12,Milho Doce,"Filippo Berio, Trevi",14.24246397,2.809,2.809485308,0.999827261
2203,8.41E+12,Barres protéinées aux chocolat et cranberries sans gluten,Nature Valley,189,8.3,11.2,0.741071429
2204,8.90E+12,Sting Energy,Sting,28,6.8,7,0.971428571
2205,29210039,Seeded Sourdough Loaf,Marks & Spencer,241,11.1429842,29.40528301,0
2206,4.00E+12,Vegane Pommersche Schnittlauch,Rügenwalder Mühle,221,0.7,7.3,0.095890411
2207,6.11E+12,Sauce andalouse star 290 g,Star,388.9,5.29,12.37,0.427647534
2208,5.05E+12,Madagascan Dark Chocolate,"Extra Special, Asda Extra Special",118,5.7,6.9,0.826086957
2209,6.11E+12,Confiture de figue,,250,47.1,55.3,0.851717902
2210,5.06E+12,Cacao & Orange Oat Bars,Deliciously Ella,418,24.2,57.7,0.419410745
2211,7.61E+12,CHEERIOS BIO Céréale 375g,"Nestlé, Cheerios",388,18,68.2,0.263929619
2212,5.00E+12,PET 50CL COCA COLA,Coca-Cola,105,27,27,1
2213,3.70E+12,Hazelnut Based Chocolate Spread,Alter Eco,541,51,52,0.980769231
2214,3.56E+12,10 Pains au lait au levain,"Marque Repère, Épi d'Or",366,11,52,0.211538462
2215,3.23E+12,BLE 70CL DELICES AGRUMES PULCO,Pulco,162,34.4,35.6,0.966292135
2216,3.26E+12,Le Cassoulet Mitonné,William Saurin,115,0.6,8.9,0.06741573
2217,3.18E+12,Sel fin iodé et fluoré,La baleine,0,0,0,0
2218,80042532,Doppio concentrato di pomodoro,Mutti,96,14,17,0.823529412
2219,3.60E+12,Colin d'Alaska MSC façon Fish & Chips,Findus,207,0.5,19,0.026315789
2220,3.25E+12,Flocons d'avoine complète 500g,Chabrior,369,1.1,60,0.018333333
2221,8.08E+12,Pesto Basilico Vegan,Barilla,431,3.3,12,0.275
2222,8.08E+12,Penne Rigate Senza Glutine,Barilla,358,0.5,79,0.006329114
2223,4.06E+12,Bio Organic Almond Drink,"Milbona, Vemondo",45.17208412,4.6,4.8,0.958333333
2224,8.72E+12,Ketchup,Heinz,102,22.8,23.2,0.982758621
2225,8.48E+12,Muesli con frutos secos,Hacendado,458,22,63,0.349206349
2226,8.08E+12,Pan Bauletto Bianco,"Barilla,Mulino Bianco",67,1.723,12,0.143583333
2227,3.08E+12,Carottes râpées au citron de Sicile,Bonduelle,73,4.5,5.5,0.818181818
2228,3.33E+12,Skyr nature (8x Nature),Yoplait,57,3.6,3.6,1
2229,8.48E+12,Bebida avena Calcio,Hacendado,52,3.6,6.8,0.529411765
2230,8.48E+12,Jamón cocido extra,HACENDADO,101,0.9,0.9,1
2231,6.19E+12,Lait U.H.T demi-écrémé,Vitalait,43,4.4,4.4,1
2232,5.06E+12,Soya Drink Unsweetened,The Grower's Harvest,28,0.3,0.7,0.428571429
2233,5.01E+12,Toastie White Bread,Warburtons,70,0.8,13.1,0.061068702
2234,4.06E+12,Boisson au soja,Vemondo,32,0.4,1,0.4
2235,4.00E+12,Ristorante PIZZA TONNO,Dr. Oetker,227,10,23,0.434782609
2236,5.06E+12,Blossom Honey,Hilltop Everyday,307,76,76,1
2237,90418945,Sprite,Sprite,9,1.9,1.9,1
2238,5.00E+12,Cream Crackers Original,Jacob's,439,0.6,67.4,0.008902077
2239,5.06E+12,Proper Corn Sea Salted Popcorn,Proper,439,0.6,56.6,0.010600707
2240,4.06E+12,Organic Super Firm Tofu,Plant Menu,133,0.3,0.7,0.428571429
2241,5.01E+12,White Miso,Yutaka,163,7.7,13,0.592307692
2242,5.06E+12,Peanut Butter Oat Bar,Deliciously Ella,230,10.6,25,0.424
2243,6.11E+12,Pain de Mie Complet,Assylor,282,8.65,54.4,0.159007353
2244,5.41E+12,Iogurte Natural con Coco,alpro,55,2.3,2.4,0.958333333
2245,3.17E+12,Doritos goût nature,Doritos,470,1.1,64,0.0171875
2246,6.11E+12,Baraani,Baraani,180,0,45,0
2247,7.62E+12,Prince -  Goût Lait -  Choco Au Blé Compet,LU,477,34,70,0.485714286
2248,3.05E+12,Confiture Fraises,Bonne Maman,241,59,59,1
2249,3.25E+12,Pâte à tarte brisée - Pur beurre,Marie,367,2.3,41,0.056097561
2250,7.61E+12,GARDEN GOURMET Pavé Gourmand Epinards et Fromage 180g,Garden gourmet,214,1,19,0.052631579
2251,8.71E+12,Maille Vinaigrette Légère Vinaigre de Vin Rouge & Échalotes 36cl,Maille,342,3.9,4.5,0.866666667
2252,7.61E+12,MAGGI Bouillon KUB Volaille 180g,"Nestlé, Maggi",227,14.2,29.4,0.482993197
2253,3.27E+12,Moutarde de Dijon,"Carrefour BIO, Carrefour",165,2.1,3.5,0.6
2254,8.71E+12,Amora Sauce Crudités Caesar Bouteille 380ml,Amora,233,3.6,6.1,0.590163934
2255,3.31E+12,Ratatouille à la provençale,"Jardin Bio,Jardin biologique,Léa Nature",64,5.2,6.1,0.852459016
2256,3.76E+12,6 pains suedois 180g,La Boulangère,288,11,54,0.203703704
2257,3.02E+12,Bretzels d'Alsace maxi,"Dr. Oetker, Ancel",399,1.8,73,0.024657534
2258,3.56E+12,Petits pains grillés blé complet,"Marque Repère, Épi d'Or",408,4.2,66,0.063636364
2259,3.23E+12,Coco sans sucres,Bjorg,18,0.5,0.8,0.625
2260,3.56E+12,Lait Amande calcium,"Bio Village, Marque Repère",26,0.5,1.7,0.294117647
2261,8.48E+12,Postre lácteo +proteínas natural 0% m.g 10 g proteínas,Hacendado,52,3.1,3.1,1
2262,20941130,Cappucino,Bellarom,40,5.4,6.6,0.818181818
2263,6.00E+12,HELL,Hell,46,11,11,1
2264,8.00E+12,"Illy Classico 100% Arabica, 250g",Illy,0,0,0,0
2265,5.94E+12,Maispops,Gusto,427,1,76,0.013157895
2266,3.46E+12,Fourrés Chocolat🍫,"Jardin bio, jardin bio étic Léa Nature",489,26,64,0.40625
2267,4.06E+12,High Protein Joghurterzeugnis - Heidelbeere,Milbona,130,8,12,0.666666667
2268,3.15E+12,HERTA LE BON PARIS Jambon à l'étouffée x6 -255g,"HERTA, Le Bon Paris",104.7,0,0,0
2269,3.17E+12,Ice tea,Lipton,1,0,0,0
2270,357937,Semi Skimmed Milk,Sainsbury's,50,4.8,4.8,1
2271,5.06E+12,Yoyos Strawberry Multipack 5 x,BEAR,280,42,63,0.666666667
2272,5.02E+12,Bakery Co. 5 The Original Bagels Fresher for Longer,New York Bakery Co,227,4.6,42.6,0.107981221
2273,5.00E+12,Balsamic Vinegar of Modena,Tesco,100,24,24,1
2274,5.05E+12,Dijon Mustard,Tesco,128,2.3,3.7,0.621621622
2275,5.06E+12,Suckies Strawberry,The Collective,76,7.3,9,0.811111111
2276,5.06E+12,Salt & Vinegar Lentil Chips,Proper,93,0.3,12,0.025
2277,6.11E+12,Ghilal,Jaouda,69.4,9.3,14,0.664285714
2278,6.11E+12,Daya mini vani,Chergui,74,0,14,0
2279,6.11E+12,Capri Vanille,Excelo,512,27,68,0.397058824
2280,6.11E+12,Lactose free UHT milk Jaouda,Jaouda,58.2,0,4.7,0
2281,5.06E+12,Cocoa & Hazelnut Gut-Loving Granola,Bio & Me,238.2,5.7,30,0.19
2282,6.11E+12,Star sauce salade au basilic,Star,326.5,1,3.1,0.322580645
2283,8.71E+12,Carte D'Or Les Essentiels Glace Crème Glacée Vanille 700ml,"Carte D'or, Les Essentiels",96,9.1,13,0.7
2284,6.11E+12,6.11E+12,nooco,494,0,61.3,0
2285,6.11E+12,Golden,Bimo,461,27,76,0.355263158
2286,7.61E+12,NESTLE NESQUIK Céréales 450g,"Nestlé, Nesquik",377,22.4,75.2,0.29787234
2287,54491014,Coca Cola Original Taste,Coca-Cola,63,11.1429842,16,0
2288,3.25E+12,Sel fin iodé,Cérébos,0,0,0,0
2289,3.43E+12,Crêpes dentelle - L'authentique,Gavottes,428,48,78,0.615384615
2290,5.41E+12,LOTUS Gaufre de Liège - Perles de sucre - 315g (7x1p),"Lotus Bakeries, Lotus",442,29,55,0.527272727
2291,3.18E+12,Cuisiné cappelletti,Céréal BIO,98,3.2,13,0.246153846
2292,3.02E+12,Petit nesquik,Nestlé,186,20.4,25.5,0.8
2293,3.03E+12,PRESIDENT BURGER CHEDDAR EMMENTAL 12 TRANCHES 200g,"Lactalis, Président",231,4.5,4.5,1
2294,3.01E+12,Knorr Soupe Minestrone à l'Huile d'Olive 104g 4 Portions,"Knorr, Unilever",33,1.1,5.6,0.196428571
2295,8.08E+12,Provencale 400g fra,Barilla,66,5,6.4,0.78125
2296,20023218,Sauce Tomate Napolitaine,Combino,59,5.1,5.1,1
2297,3.04E+12,Vinaigre de cidre,"Maille, Unilever",64,11,11,1
2298,3.07E+12,Evian 75cl PET,Evian,0,0,0,0
2299,8.48E+12,Pan 30% avena,Hacendado,101,0.6,13,0.046153846
2300,20276515,Miel de fleurs crémeux,"Lidl, Maribel",302,75.1,75.1,1
2301,4.06E+12,Muesli Crunchy 0%,"Crownfield,Lidl",423,0.9,64.9,0.013867488
2302,7.62E+12,L'Original noir,"Côté d'Or, Mondelez",528,53,56,0.946428571
2303,3.07E+12,Mini Babybel Original,"Babybel,Mini babybel",295,0.1,0.1,1
2304,3.07E+12,Babybel,"BABYBEL, Mini babybel",295,0.1,0.1,1
2305,8.48E+12,Digestive avena,Hacendado,469,18,60,0.3
2306,8.41E+12,Pechuga de pavo al corte,Noel,79,0.5,1.8,0.277777778
2307,5.06E+12,Reduced Sugar and Salt Baked Beans,Tesco,79,3.1,12.7,0.244094488
2308,8.48E+12,PICOS 100% integrales,Hacendado,379,3.1,60.9,0.05090312
2309,5.00E+12,Baking Powder,Dr. Oetker,78,0,19,0
2310,5.03E+12,Scottish Rough Oatcakes,Tesco,448,0.8,57.5,0.013913043
2311,50157655,Chef Ketchup,Heinz,102,22.8,23.2,0.982758621
2312,5.06E+12,Apple & Raisin Oat Bar,Deliciously Ella,426,29,59.3,0.489038786
2313,3.23E+12,Galettes riz chocolat noir,Bjorg,492.8829403,26.66666667,67.55555556,0.394736842
2314,414234,Tortilla chips,Trader Giotto's,119.98,0.179,15.68,0.011415816
2315,8.40E+12,Colagen,Deliplus,336,0.1,1.38,0.072463768
2316,78895126389,Premium dark soy sauce,Lee Kum Kee,148,17,31,0.548387097
2317,5.06E+12,Raw Greens Virgin Smoothie,Mockingbird,46,8.4,10,0.84
2318,7.61E+12,,Nesquik,382,74.7,78,0.957692308
2319,6.22E+12,Cerelac,Nestlé,440,0,71.2,0
2320,6.11E+12,Albane,,6,0.1,4.8,0.020833333
2321,5.06E+12,predator,,234,57,57,1
2322,3.19E+12,Pancakes sans conservateurs Farine de blé issue de Moulins Français,Brioche Pasquier,355,28,46,0.608695652
2323,3.25E+12,Croq' soja à la provencale,Céréal Bio,172,2,4,0.5
2324,3.02E+12,Prince petit dej,Lu,450,28,70,0.4
2325,3.03E+12,Activia bifidus saveur citron,"Activia, Danone",93,12.6,12.6,1
2326,8.72E+12,Vinaigre Balsamique de Modène 25 cl,Maille,112,28,28,1
2327,3.23E+12,Doo Wap pépites choco,Harrys,340,18,47,0.382978723
2328,3.05E+12,Pomme vanille,Andros,86,20,20,1
2329,3.02E+12,Olives noires confites dénoyautées bocal 150g,Tramier,146,0,0,0
2330,3.16E+12,Ma Crème anglaise,Bridélice,104,13,16,0.8125
2331,3.18E+12,,Vahiné,0,11.1429842,0,0
2332,5.05E+12,Special K High Protein,Kellogg's,118,1.26,12,0.105
2333,3.37E+12,matière grasse,"St Hubert, St Hubert Oméga 3",468,0,0,0
2334,20037154,Tomatensauce,Combino,45,4.4,6.2,0.709677419
2335,8.85E+12,yum yum Shrimps,YUM YUM,295,1.5,33.2,0.045180723
2336,4.01E+12,Senf MS,"Bautz'ner, Bautzner",108,2,2.2,0.909090909
2337,5.41E+12,Spa reine,spa,0,0,0,0
2338,7.30E+12,Vollkorn Roggen,Wasa,43,0.5,7.7,0.064935065
2339,3.02E+12,Sardines huile d'olives et piment,Parmentier,227,0,0,0
2340,3.06E+12,Eau minérale,Volvic,0,0,0,0
2341,5.41E+12,LOTUS BISCOFF Speculoos Fourré - Crème Speculoos - 150g,Lotus,522,35,66,0.53030303
2342,6163772,Cake fourré saveur fraise,"Allergo, Gerblé, Look",421,31,58,0.534482759
2343,4.00E+12,Almette Cu Smântân?,Almette,270,3,3,1
2344,5.05E+12,Pringles Cașcaval,Pringles,514,1.4,55,0.025454545
2345,3.66E+12,Chocolate Orange Milk,Terry's,524,59,59,1
2346,20166083,Kichererbsen,"Freshona, Freshona - Lidl",125,0.01,15.8,0.000632911
2347,5.01E+12,Strawberry High Fruit Content Spread,St. Dalfour,202,47,50,0.94
2348,5.01E+12,Tikka Masala Paste,Patak's,270,0.8,7.8,0.102564103
2349,8.42E+12,100% trigo espelta integral,Anitín,522,1.2,41.9,0.028639618
2350,8.72E+12,Sweetened Condensed Milk,Nestlé,322,55,55,1
2351,9.42E+12,Sweet Chilli Rice Crackers 100G,Sweet Chilli,422,11.1429842,83,0
2352,6.11E+12,Blédilait Croissance,Danone,66.3,1.4,7.9,0.17721519
2353,8.00E+12,Monte Regale Italian Spaghetti,Monte Regale,350,3.2,71,0.045070423
2354,7.62E+12,Bournville Dark Chocolate bar,Cadbury,523,58,60,0.966666667
2355,3.30E+12,Le couscous à la Marocaine,Fleury Michon,143,2.8,11,0.254545455
2356,6.11E+12,daya vani sghira,Chergui,75,12.2,14,0.871428571
2357,5.04E+12,Kefir,Yeo Valley,64,5.4,5.4,1
2358,6.11E+12,Fakiat,,509,0.9,66.6,0.013513514
2359,5.00E+12,McVitie's Rich Tea Delights,McVitie's,452,12.8,66.6,0.192192192
2360,5.01E+12,Baker’s bloomer,Warburtons,240,2.5,43.9,0.056947608
2361,6.11E+12,,Jaïd,58,4.8,4.8,1
2362,3.34E+12,Thon entier à l'huile,,231,0,0,0
2363,5.06E+12,Lentil chips,Eat Real,456,0.7,59,0.011864407
2364,6.11E+12,LA HOLLANDAISE CLASSIQUE 64P,,287,1,10,0.1
2365,3.27E+12,Lait demi-écrémé Stérilisé UHT,"Carrefour BIO,Carrefour",47,4.8,4.8,1
2366,3.61E+12,Confiture fruits rouges intenses,Bonne Maman,165,39,39,1
2367,8.71E+12,Vinaigre Balsamique,Maille,171,32,34,0.941176471
2368,3.02E+12,Rillettes du Mans - La véritable,"Bordeau Chesnel, Savencia",431,0.2,0.4,0.5
2369,3.27E+12,Fromage Blanc Nature 3%,Carrefour,71,4.4,4.5,0.977777778
2370,3.26E+12,"Ker Cadélac - Madeleines Original Recipe, 600g (21.2oz)",Ker Cadélac,469,26,51,0.509803922
2371,4.02E+12,La Grande Galette 1905,St Michel,501,25,70,0.357142857
2372,5.41E+12,"Grany moelleux, fruit des bois","Lu, Mondelez",400,35,59,0.593220339
2373,3.12E+12,Orangina,Orangina,41,9.6,9.7,0.989690722
2374,3.08E+12,Maïs Sans sucres ajoutés Bonduelle 285g,Bonduelle,73,5.1,11,0.463636364
2375,3.03E+12,Sticks et Bretzels d'Alsace,"Dr. Oetker, Ancel",398,2.3,75,0.030666667
2376,8.00E+12,Nutella,Ferrero,539,56.3,57.5,0.979130435
2377,3.18E+12,moelleux pépites de chocolat,Gerblé,367,0,50,0
2378,3.56E+12,Flocons d'avoine,"Carrefour BIO,Carrefour",372,0.7,59,0.011864407
2379,20093709,Galettes Bretonnes Pur Beurre,Sondey,496,24.2,70.4,0.34375
2380,3.25E+12,"Fromage blanc 3,2% de matière grasse","Pâturages, Sélection Intermarché",75,4.3,4.3,1
2381,3.66E+12,230G VICHY MENTHE,Vichy,400,98.5,98.5,1
2382,20615284,Oméga3,Vita D'or,451,0.5,0.5,1
2383,8.48E+12,Nata Cocinar,Hacendado,163,3,5,0.6
2384,8.71E+12,Wraps au blé nature,Mission,314,1.1,54,0.02037037
2385,3.03E+12,HIPRO Saveur Vanille-Cookie,Danone,58,5.1,5.3,0.962264151
2386,20023782,Céleri rémoulade,Saladinettes,150,1.5,1.5,1
2387,8.48E+12,FETA (denominación de origen protegida),Hacendado,277,11.1429842,1,0
2388,3.37E+12,St hubert omega 3 demi sel,"St Hubert, St hubert omega 3",468,0,0,0
2389,8.48E+12,Bebida de arroz y avellana,Hacendado,50,3.8,6.9,0.550724638
2390,3.50E+12,Chips saveur Pesto Mozzarella,Brets,522,3.4,52,0.065384615
2391,3.61E+12,Rice Crackers Finement Salé promotion,"N.A!,N.A! Nature Addicts",429,0.8,82,0.009756098
2392,3.08E+12,Lunch Bowl,Bonduelle,122,2.1,17,0.123529412
2393,3.30E+12,Blanc de poulet doré au four,Fleurs michon,100,0.5,0.5,1
2394,50457656,Tomato Ketchup Less Sugar & Salt,Heinz,10,1.7,1.8,0.944444444
2395,3.07E+12,Mini Original,"Babybel, Mini babybel",295,0.1,0.1,1
2396,5.00E+12,CORN FLAKES 1kg,Kellogg's,378,8,84,0.095238095
2397,8.41E+12,Agua Mineral Natural,Mondariz,0,0,0,0
2398,3.05E+12,Lindt Excellence Milk Chocolate 100g,Lindt,113.2887189,10,10.2,0.980392157
2399,5.06E+12,Cocoa Oat Protein Flapjacks Chocolate Flavour Topped 3 x,Trek,453.8718929,28,44,0.636363636
2400,5.45E+12,sprite slim 25cl,Sprite,47,11.8,11.8,1
2401,5.06E+12,Super Nutty Granola,Tesco Finest,460,12.1,56.2,0.215302491
2402,5.04E+12,0% Fat Vanilla Yogurt,Yeo Valley,81,14,14.1,0.992907801
2403,5.03E+12,Baked Pretzels Original Sea Salted,Penn State,117.9,0.99,23.88,0.041457286
2404,5.06E+12,Frosties,Kellogg's,375,37,87,0.425287356
2405,5.05E+12,Superseded sliced loaf bread,Asda,298,4.1,39,0.105128205
2406,1162615,Red Kidney Beans in water,Sainsbury's,105,0.5,12.8,0.0390625
2407,5.06E+12,Coco Pops,Kellogg's,386,17,84,0.202380952
2408,5.00E+12,Pom-Bear Original 6pk,Pom-Bear,528,1.2,64,0.01875
2409,4.09E+12,Walnut Halves,The Foodie Market,209,0.8,1,0.8
2410,6.11E+12,Jnane,Chergui,102,14.5,14.5,1
2411,6.11E+12,Ftoury Fromage Blanc,le berger,225,0,4,0
2412,5.06E+12,One Pot Meal Coconut Lentil Turmeric Daal,BOL,392,4.5,66.2,0.067975831
