s.no,code,product_name,brands,energy-kcal_value,sugars_value,carbohydrates_value,sugar_to_carb_ratio
7671,3.25E+12,Poudre cacaotée 32 % de cacao maigre,"Carrefour BIO, Carrefour",367,68,71,0.957746479
7672,3.23E+12,La madeleine Bio,Bjorg,463,27,52,0.519230769
7673,3.17E+12,Céréales gourmandes,Tipiak,187,1.6,28,0.057142857
7674,3.05E+12,Gelée de groseilles,Bonne Maman,241,59,59,1
7675,3.04E+12,Tomacouli nature,Panzani,27,3.9,4.5,0.866666667
7676,3.08E+12,Petits Pois aux oignons,Cassegrain,75,3.6,9.1,0.395604396
7677,3.56E+12,Nustikao,"Nustikao, NustikaoMarque Repère",105,58,59,0.983050847
7678,3.11E+12,Muesli croustillant - duo de chocolats,Joseph Favrichon,476,20,59,0.338983051
7679,3.23E+12,PRESIDENT POINTE DE BRIE 200g,Président,347,0.5,0.5,1
7680,3.02E+12,Secret de Mousse Chocolat Noir,"Nestlé,La Laitière",158,19.4,20.6,0.941747573
7681,5.01E+12,Fromage à effilocher nature,Ficello,304,1,2.5,0.4
7682,3.08E+12,Poivrons cuisinés au piment d'espelette,Cassegrain,70,7,8.2,0.853658537
7683,3.25E+12,CRISTALINE Eau de Source au jus de fruits FRAISE 1.5L,Cristaline,16,3.7,3.7,1
7684,8.71E+12,Amora Sauce Barbecue Miel Flacon Souple 282g,Amora,121,23,27,0.851851852
7685,3.56E+12,Crème légère 15% MG,"Délisse, Marque Repère, Scamark (Filiale E. Leclerc)",171,3.5,6.3,0.555555556
7686,3.10E+12,Rotella,Haribo,298,38,69,0.550724638
7687,3.01E+12,Sucre Vanillé des Isles,Alsa,400,93,97,0.958762887
7688,3.25E+12,6 oeufs fermiers label rouge de,"Fermiers de Loué, LOUÉ",140,0.3,0.3,1
7689,3.04E+12,Riz thaï,Taureau Ailé,348,0.1,78,0.001282051
7690,8.48E+12,,Hacendado,227,2,38,0.052631579
7691,3.18E+12,Fines galettes épinards & pignons,Céréal Bio,234,2.6,29,0.089655172
7692,3.19E+12,Sardines Label Rouge huile d'olive,Le Trésor des Dieux,236,0,0,0
7693,3.26E+12,Cookies bio quinoa pépites chocolat paquet de 175g,"U, U Bio",489,30,59,0.508474576
7694,3.25E+12,Coquillettes au Jambon et au Fromage,Marie,164,1,16,0.0625
7695,3.56E+12,Chips paysannes nature,"Marque Repère, Pom'Lisse",530,0.5,52,0.009615385
7696,3.29E+12,Ktipiti Extra,L'Atelier Blini,123,4.3,5.7,0.754385965
7697,3.18E+12,"Cuisiné Lentilles, Millet & Petits légumes",Céréal Bio,390,3.25,42,0.077380952
7698,20087487,Spanish Ham Jamón Serrano,Dulano,238,11.1429842,0.3,0
7699,3.27E+12,Crousty Chicken Long Filet's,Le gaulois,184,1.2,12,0.1
7700,20879082,Bebida de avena,Milbona,45,5.8,7.7,0.753246753
7701,3.30E+12,Le Moelleux -25% de Sel,Fleury Michon,115,2.8,11,0.254545455
7702,3.18E+12,Galettes au bon beurre,St Michel,470,26,73,0.356164384
7703,3.04E+12,Torti 1 kg,Panzani,361,3.7,72,0.051388889
7704,3.27E+12,Blanc de Poulet Doré au Four,Carrefour,109,0.8,0.8,1
7705,3.25E+12,Tarti'Bon Nature,TARTI'BON,252,3,3,1
7706,3.25E+12,CRISTALINE Eau de Source au jus de fruits PECHE 50cl,Cristaline,13,2.9,3.1,0.935483871
7707,3.08E+12,Flageolets préparés,Cassegrain,96,0.4,12.6,0.031746032
7708,3.04E+12,PurSoup' Velouté de Légumes du Soleil,Liebig,41,2.5,4.8,0.520833333
7709,20022648,Barre pâtissière aux œufs frais,Sondey,352,29,55,0.527272727
7710,3.25E+12,Sardines à l'huile d'olive vierge extra,Carrefour,234,0,0,0
7711,3.76E+12,Petit beurre nature,Bisson,467,19.6,73.6,0.266304348
7712,7.62E+12,LT3X100G LAIT MILKA,Milka,539,55,57,0.964912281
7713,3.56E+12,Pesto verde,"Bio Village, Marque Repère",360,2.3,3.8,0.605263158
7714,3.56E+12,Puré de patatas,Carrefour,358,0.6,77,0.007792208
7715,8.41E+12,Puleva omega 3,Puleva,52,5,5,1
7716,3.53E+12,"Le Lait sans Lactose Léger, doux & digeste",Candia,41,4.8,4.8,1
7717,4.06E+12,Canneberges sucrées séchées,Alesto,329,71.3,75.9,0.939393939
7718,3.26E+12,Pain grillé au blé complet 250g,"U, U Bio",378,4.5,70,0.064285714
7719,8.72E+12,Knorr Marmite Bouillon de Légumes 8 Capsules 224g,Knorr,107,7.1,8.1,0.87654321
7720,8.41E+12,Tortilla Nachips,OLD EL PASO,492,0.5,59,0.008474576
7721,8.48E+12,Queso especial pasta,Hacendado,204.4,1.68,11.9,0.141176471
7722,3.76E+12,Chocolat noir Gingembre confit,ethiquable,527,35.9,48.5,0.740206186
7723,8.48E+12,Cookies 40% pepitas chocolate,Hacendado,494,33,62,0.532258065
7724,3.66E+12,Pâte a tartiner -30% de sucres,Poulain,520,39,45,0.866666667
7725,8.72E+12,soja sucrée,Kikkoman,260,52,57,0.912280702
7726,8.93E+12,Noodles de arroz,Acecook,173,0.2,39,0.005128205
7727,20107710,hummus clasico,chef select,273,0.8,11.8,0.06779661
7728,5.41E+12,COCO & ALMOND,alpro,24,2.5,2.5,1
7729,4.07E+12,Harry Dinkel Sandwich 4071800047812 Dinkelsandwichbrot,Harry,246,4.7,42,0.111904762
7730,4.06E+12,Skyr,Milbona,310,20,20,1
7731,3.27E+12,Les Frites,Picard,136,0.5,23,0.02173913
7732,3.57E+12,Les Acras de morue,maison briau,192,1.4,17,0.082352941
7733,5.94E+12,Напитка с вкус на круша и боровинка и добавени витамини,Vitamin Aqua,14,3.2,3.2,1
7734,40084794,Milchschnitte,Ferrero,421,29.5,34,0.867647059
7735,3.04E+12,Soupe à la chinoise,Liebig,21,0.5,3.5,0.142857143
7736,6.00E+12,SOBA Cup Yakitori Poulet,Nissin,221,4.3,24.7,0.174089069
7737,3.27E+12,Pommes noisettes,Picard,185,0.5,24,0.020833333
7738,20443528,Himalaias rock salt,Deluxe (LIDL),0,0,0,0
7739,3.03E+12,Crousti Moelleux Complet Sans Sucre Ajouté 730gr,Jacquet,246,3.6,41,0.087804878
7740,3.26E+12,Crème semi-épaisse UHT 18%MG - 3 briques de 20cl,U,193,3.9,5.3,0.735849057
7741,3.23E+12,President ovale extra fondant 200g,"Lactalis, President",343,0.5,0.5,1
7742,8.48E+12,HUMMUS con olivas de Kalamata,Hacendado,297.4,0.5,7.6,0.065789474
7743,3.27E+12,Tagliatelles à la carbonara,"Formule express, Picard",162,1.1,13,0.084615385
7744,3.04E+12,Lait concentré non sucré demi-écrémé,Regilait,112,12,12,1
7745,3.25E+12,"Galettes, farine de blé noir",Itinéraire des Saveurs,164,0.5,30,0.016666667
7746,3.04E+12,Pasta Soup' - Légumes et vermicelles,Liebig,38,1.4,5.4,0.259259259
7747,8.72E+12,Zero Tomaten Ketchup,HEINZ,40,5,5.9,0.847457627
7748,3.56E+12,Boisson Épeautre,"Bio Village, Marque Repère",52,6.3,9.8,0.642857143
7749,3.03E+12,Mon yaourt maison,Alsa,65,4.8,4.9,0.979591837
7750,20955427,High protein Quarkriegel,Milbona,323,7,16,0.4375
7751,3.23E+12,Oui au végétal,Bjorg,24,1.9,2.8,0.678571429
7752,4.00E+12,Nouilles aux œufs bio,Suzi Wan,162,1,32,0.03125
7753,20224042,Saumon sauce oseille & son riz pilaf,"Lidl Stiftung & Co. KG,Toque du Chef",150,0.7,15,0.046666667
7754,6.19E+12,Huile d'olive vierge extra (Biologique),Terra Delyssa,80,0,0,0
7755,8.48E+12,Maíz Dulce,Hacendado,82,6.7,14,0.478571429
7756,20853594,Tofu natural,"Lidl, Vemondo, Vivera",113,0.5,0.9,0.555555556
7757,4.06E+12,Quark Raspberry,Lidl,70,3.2,3.6,0.888888889
7758,3.39E+12,Fitness Original,Nestlé,368,10.8,74.8,0.144385027
7759,3.26E+12,Boisson végétale amande légère 1l,"U, U Bio",18,0.1,0.3,0.333333333
7760,3.56E+12,Pétales au chocolat Blé complet,"Carrefour BIO, Carrefour",379,25,74,0.337837838
7761,5.00E+12,Dark Chocolate Nuts & Salt 3er-Packung,BE-KIND,157,4.8,7.2,0.666666667
7762,5.45E+12,Minute Maid,"Coca-Cola, Minute Maid",45,10.1,10.6,0.952830189
7763,90357350,powerrade Mountain Blast - Blue,"Coca-Cola, Powerade",18,4.1,4.1,1
7764,20761912,Oat cookies milk chocolate,"Sondey,Lidl",536,32.2,62.1,0.518518519
7765,8.00E+12,Misura dolcesenza,Misura,421.0526316,2.631578947,88.15789474,0.029850746
7766,5.00E+12,38G SKITTLES SACHET,Mars norge as,397,74,89,0.831460674
7767,5.94E+12,"Lapte zuzu 1,5%1l",Zuzu,44,4.5,4.5,1
7768,6.13E+12,Eau de source non gazeux,Ovitale,0,0,0,0
7769,7.62E+12,Strawberry,Milka,112,11.1429842,11,0
7770,5.90E+12,Sok 100% Pomarańcza,Tymbark,44,10,10,1
7771,8.00E+12,Plaisir du Primeur -  Girasoli cèpes,Rana,250,5.7,32,0.178125
7772,8.48E+12,Bifidus natural,hacendado,89,5.6,5.6,1
7773,6.19E+12,Start,saïda,433,23.18,65.7,0.35281583
7774,5.00E+12,Sabor Original,"Coca-Cola,Coke",42,10.6,10.6,1
7775,3.27E+12,Soyasun 100% vegetale,Soyasun,43,0,0,0
7776,1.40E+12,Huvudroll,IKEA,254,0.6,5,0.12
7777,3.02E+12,Fromage Blanc Fraise Citron Very,Nestlé,59,3.7,4.1,0.902439024
7778,3.26E+12,Brioche Pépites de Chocolat,PITCH,382,16,50,0.32
7779,3.56E+12,Fibra,Carrefour,356,20,62,0.322580645
7780,3.56E+12,Muesli 6 frutas,"Carrefour BIO, Carrefour",444,24,62,0.387096774
7781,3.04E+12,Panzani sauce provencale nat 650g f12,Panzani,56,6.3,7.8,0.807692308
7782,20064457,Cream Spread Herbs,Milbona,208,3.1,3.2,0.96875
7783,5.90E+12,,Żywiec Zdrój,0,0,0,0
7784,8.72E+12,Protein Bar - Muscle Mass - Caramel Cookie Flavor,Bodymass,395,15,36,0.416666667
7785,3.45E+12,Viande des GRISONS,Aoste,194,11.1429842,1.5,0
7786,7.61E+12,Kit Kat 2 Finger Milk Chocolate Biscuit Bars,Nestlé,502,49.4,62.3,0.7929374
7787,8.00E+12,Crackers cereali antichi,Misura,450,4,67,0.059701493
7788,8.40E+12,Castañas cocidas y peladas,Hacendado,172,10,33,0.303030303
7789,16000124790,Honey Nut Cheerios,General Mills,140,12,30,0.4
7790,5.02E+12,Vegan Chicken Free Slices,Quorn,94,0.5,4.1,0.12195122
7791,4.06E+12,Maribel Yeast Extract Vegan,Lidl,231,0.1,17.7,0.005649718
7792,5.45E+12,Thé noir glacé saveur framboise menthe,"Fuze Tea, Fuzetea",2,0.2,0.2,1
7793,3.56E+12,Petits pains grillés à l'épeautre,"Carrefour BIO,Carrefour",384,3.8,68,0.055882353
7794,8.41E+12,Tortitas de arroz integral,Gullon,112,0.4,22.8,0.01754386
7795,8.71E+12,Lays paprika,Lay's,504,2.1,53,0.039622642
7796,8.41E+12,Twins chocolate,Gullón,527,43,62,0.693548387
7797,8.48E+12,Panes especiales tomate y orégano,Anitines,483,4.6,57.6,0.079861111
7798,8.45E+12,,"Nestlé, Nesquik",66,5.1,6.4,0.796875
7799,3.12E+12,"PET 1,5L OASIS TROPICAL ZERO",Oasis,3,0.5,0.5,1
7800,8.41E+12,Pan sottile cereales y semillas,"Dulcesol, Vicky Foods",253,8,44,0.181818182
7801,8.41E+12,Crunchy Chocolat 🍫 au Lait 🥛🐄,Nature Valley,94,5.8,12.6,0.46031746
7802,4.06E+12,High Protein Müsli,"Crownfield, Lidl",415,9.9,45.3,0.218543046
7803,1.91E+11,Oat Milk,Oatly,120,7,16,0.4375
7804,5.00E+12,FRUIT & BARLEY SUMMER FRUITS,"ROBINSONS, Robertsons",5,0,29.40528301,0
7805,5.06E+12,Coco Pops,Kellogg's,386,17,84,0.202380952
7806,5.00E+12,Pasta 'n' Sauce Cheese & Broccoli,Batchelors,209,4.4,37,0.118918919
7807,5.02E+12,Sesame Seed Bagels,New York Bakery Co,226,4.4,41,0.107317073
7808,4.00E+12,Vegane Mühlen Frikadellen,Rügenwalder Mühle,167,1.5,8.1,0.185185185
7809,5.00E+12,Fruit & Oat Bakes apple,Go Ahead,390,7.805,74.5,0.104765101
7810,4.06E+12,Boisson au cacao et à l'avoine,Vemondo,54,6.8,9.1,0.747252747
7811,3.39E+12,Pâte Brisée Origine France Garantie,Croustipate,388,2.5,45,0.055555556
7812,4.09E+12,Gourmet Rosemary Savoury Crackers,Specially Selected,493,5,62,0.080645161
7813,13764027039,GOOD SEED Organic Bread,Dave's Killer Bread,120,5,23,0.217391304
7814,28400090896,Nacho Cheese Flavored Tortilla Chips,Doritos,150,1,17,0.058823529
7815,6.11E+12,Valencia panaché 1l,Valencia,45,10.5,11.9,0.882352941
7816,3.27E+12,Tartare 100% Végétal - herbes de provence végétal,Tartare,227,1.1,7.4,0.148648649
7817,1642636,Organic Black Beans in water,"Sainsbury's, Sainsbury's SO Organic",45.88910133,0.5,5,0.1
7818,1600322,Ripe & Ready Medium Avocados,Sainsbury's,194.045,0.099,1.8715,0.052898744
7819,5.06E+12,Strawberry Seedless,Hartley's,246,54,61,0.885245902
7820,73420000110,Sour Cream,Daisy,60,1,1,1
7821,5.03E+12,,Eat Real,474,0.6,61.9,0.009693053
7822,4.26E+12,Vegan Protein,nu3,390,0.5,5.3,0.094339623
7823,4.06E+12,Confiture 4 fruits,Maribel,240,56.2,57.7,0.974003466
7824,5.00E+12,Fruit & Barley Peach,Robinsons,11,0.8,1.6,0.5
7825,8.01E+12,Hulala,,303,11.5,13.4,0.858208955
7826,3.09E+12,Sirop de cassis sans sucres,Teisseire,16,1,3.2,0.3125
7827,5.00E+12,Walkers Salt & Vinegar crisps 6 Pack - OUTER PACKAGING ONLY,Walkers,96,1.3,16,0.08125
7828,6.19E+12,double concentré de tomates,"Le Petit Paris,COMOCAP",41,4,8.46,0.472813239
7829,96134856,Choc pot,Sweet Freedom,270,37,44,0.840909091
7830,5.02E+12,Preda Fair Trade Dried Mango Slices,Forest Feast,332,38.3,81.5,0.46993865
7831,6.11E+12,Conikos Goût Chili,"Conikos,LeaderFood",502,3.4,61,0.055737705
7832,4.06E+12,Batts English Mustard,"Batts, Lidl, Lidl Batts",192,14.1,20.6,0.684466019
7833,4.09E+12,Brooklea Greek Style Fat Free Natural Yogurt,Brooklea,65,7.4,9,0.822222222
7834,8.48E+12,Chocolate negro 72% con trozos de naranja,Hacendado,522,35,43,0.813953488
7835,37600106740,Natural Creamy Peanut Butter Spread,Skippy,190,11.1429842,6,0
7836,5.05E+12,Semi skimmed free range milk,Tesco,100,9.6,9.6,1
7837,5.00E+12,Spaghetti Hoops 205g,Heinz,52,3.9,10.4,0.375
7838,5.00E+12,maltesers,Maltesers,503,53,62,0.85483871
7839,5.43E+12,Bamboo crunchy chocolate,Bamboo,454,9.8,48,0.204166667
7840,5.05E+12,Longlife Almond Drink Unsweetened,tesco,15,0.5,0.5,1
7841,6.11E+12,Tacos,"fritosa,",517,0,61.5,0
7842,8.00E+12,Privolat,Misura,450,24,73,0.328767123
7843,5.00E+12,Porridge Oats,Quaker,150,0.4,24,0.016666667
7844,5.00E+12,Digestive Biscuits with Wheatgerm,Hovis,479,18.4,65,0.283076923
7845,72417143700,Jammie dodgers,Jammie dodgers,77,5.2,12,0.433333333
7846,5.02E+12,Wrights Mixed grain bread mix,Wrights,246,2.4,41.3,0.05811138
7847,6.12E+11,Gluten Free Wholegrain crackers,Nairn's,459,1.7,57.6,0.029513889
7848,1830958,Pitted Green Olives,"Sainsburys, Tesco",164,0.5,0.5,1
7849,5.01E+12,Spicy mexican basmati rice,Tilda,152,0.8,24.4,0.032786885
7850,5.06E+12,Fruit rolls,"Bear, Bear Nibbles",280,42,63,0.666666667
7851,5.06E+12,Sunflower & Pumpkin Loaf,Tesco,301,3.6,39.5,0.091139241
7852,9.35E+12,Kombucha,Remedy,0.606060606,0,1.606060606,0
7853,3.76E+12,Boulettes tomate et herbes de Provence végétales et gourmandes 180g,Happyvore,222,2.4,5,0.48
7854,5.03E+12,Sliced Green Jalapeño Peppers,Aleyna,17,0.4,1.3,0.307692308
7855,5.02E+12,Mexican style grains,Merchant Gourmet,164,3.5,30,0.116666667
7856,5.06E+12,Breakfast avocado,holy moly,157,11.1429842,8.5,0
7857,4.06E+12,Bakewell Tart Raw Fruit & Nut Bars,Alesto,394,45.6,50.3,0.906560636
7858,378208,PORRIDGE OATS,"Daily's,STAMFORD STREET CO.",153,0.5,23.7,0.021097046
7859,4.09E+12,Lentil Chips,Snackrite,475,2.3,60.2,0.03820598
7860,3.70E+12,Banania Moins de sucres,Banania,358,48,68,0.705882353
7861,5.02E+12,Organic Luscious Fruits Naturally Bio-Live Yogurt 4 x (440g),"Rachel's,Rachel's Organic",102,12.5,12.7,0.984251969
7862,4.06E+12,Wholemeal seeded,Lidl,87,0.6,10,0.06
7863,4.06E+12,Gnocchi Klassik,Chef Select,146,0.5,31,0.016129032
7864,5.06E+12,Urban Fruit Snack Pack Strawberry,smashing strawberry,293,58.1,67.3,0.863298663
7865,6.11E+12,l'eau,amanpl,0,0,0,0
7866,8.48E+12,Arroz integral largo,Hacendado,350,0.5,72,0.006944444
7867,29098330,Rye Sourdough Crackers,M&S,372,7.7,65.5,0.117557252
7868,8.41E+12,Dulcinea,Dulcinea,537,64,64,1
7869,4.06E+12,Moroccan Style Burgers,Lidl,172,3.2,23,0.139130435
7870,6.11E+12,Tacos  wafer,biscarose,500,42,72,0.583333333
7871,5.04E+12,Vanilla Ice Cream,Yeo Valley,144,11.9,11.9,1
7872,5.00E+12,Bolognese origional,Lloyd Grossman,54,6.4,6.9,0.927536232
7873,6.12E+11,Gluten Free Oaties Syrupy & Crumbly,Nairn's,482,15.2,57.5,0.264347826
7874,6.11E+12,Jutos Orange,jaouda,43,8,10.6,0.754716981
7875,7.62E+12,Chewingum,,307,75,76,0.986842105
7876,4.09E+12,Mild Spanish Chorizo Ring,Aldi,415,4,4,1
7877,5.06E+12,Chicken tikka,The Gym Kitchen,384,7.2,52.6,0.136882129
7878,5.45E+12,,,135,33.8,33.8,1
7879,5.06E+12,Original hot malty goodness,Horlicks,362,39.3,77.3,0.508408797
7880,4.09E+12,Sweet Pineapple Slices In Juice,Four Seasons,51,12,12,1
7881,8.00E+12,Sania cucina all'italiana,Sania,256,4,5,0.8
7882,635677,6 White Pittas,Marks & Spencer,249,2.7,48.7,0.055441478
7883,6.11E+12,Ghani,Jaouda,113.5,11.1429842,16.9,0
7884,5.00E+12,Organic Coconut Milk,Waitrose,180,1.7,3.4,0.5
7885,9.00E+12,75 CL FRUITS DU DRAGON PAGO,Pago,44,10,10,1
7886,8.41E+12,Protein Chocolat & Cranberries,Nature Valley,471,20.8,28,0.742857143
7887,6.11E+12,Delicia tomate,Delicia,91,0,18.35,0
7888,8.48E+12,Extra Crunch,Hacendado,538,0.6,49,0.012244898
7889,5.01E+12,Savoury Chicken Flavour Rice,Ben’s Original,168,0.8,32,0.025
7890,411424,2 Bake at Home White Baguettes,"Sainsbury's taste the difference, Sainsbury's",288,3.5,58,0.060344828
7891,3.48E+12,Bresse bleu le Véritable,"Bresse Bleu,Savencia",342,0.5,1,0.5
7892,3.34E+12,Cannelloni Ricotta et Epinards,Fresh,109,2.2,7.9,0.278481013
7893,3.33E+12,Panier de yoplait,"Panier de Yoplait, Yoplait",90,12.5,13.1,0.954198473
7894,4.06E+12,Zartes Blätterteiggebäck,Sondey,523,18.5,60,0.308333333
7895,4.00E+12,Vegane Mühlen Salami - Feinschmecker Art,Rügenwalder Mühle,232,2.3,10,0.23
7896,3.03E+12,Skyr à boire goût fraise,Danone,61,8.6,8.7,0.988505747
7897,5.06E+12,itsu crispy seaweed thins sea salt,itsu,459,0.5,5.8,0.086206897
7898,3.30E+12,Les tranches végé Pois Chiches,Fleury Michon,138,0.5,11,0.045454545
7899,5.06E+12,"protein power soup red pepper, tomato & lentil",BOL,58,1.8,6.8,0.264705882
7900,4.06E+12,Crème dessert saveur chocolat riche en protéine,Envia,157,9.6,11.8,0.813559322
7901,3.34E+12,Chips de lentilles saveur sel & poivre,Vico,454,3.8,55,0.069090909
7902,8.00E+12,"Protein Peanuts, Almonds &amp; Salted Caramel Fruit &am",Eat Natural,198,7.9,12.5,0.632
7903,8.40E+12,"Gelatina 0% cereza, cola y sandía",HACENDADO,1,11.1429842,0.2,0
7904,7.39E+12,Barista Edition Haferdrink,Oatly,61,3.4,7.1,0.478873239
7905,3.22E+12,Sucre cassonade,Saint louis,396,99,99,1
7906,8.40E+12,,Hacendado,48,1.1,1.6,0.6875
7907,7.90E+12,,,107,3.4,19,0.178947368
7908,3.05E+12,Jus d'ananas pressés,Andros,47,11,11,1
7909,5.04E+12,"Innocent jus pomme, pêche & poire 900ml",Innocent,42,9,9,1
7910,5.04E+12,Innocent jus d'orange avec pulpe 1.5L,Innocent,39,7.7,8.3,0.927710843
7911,3.30E+12,Pommes Mangues avec morceaux,Charles & Alice,66,13,14,0.928571429
7912,3.26E+12,Croissants,"Brioche Pasquier, Pasquier",368,10,48,0.208333333
7913,3.50E+12,Brossard - mini brownie choco pepites,Brossard,132,8.7,14,0.621428571
7914,3.23E+12,BJORG Pain grillé au blé complet,Bjorg,378,4.5,70,0.064285714
7915,5.01E+12,Weetabix,Weetabix,362,4.4,69,0.063768116
7916,3.42E+12,Muesli croustillant 7 fruits,Terres et Céréales Bio,436,24,64,0.375
7917,3.24E+12,Salade Garden Poulet rôti Sauce Caesar,"Sodebo, mon atelier salade",389,2.9,17,0.170588235
7918,8.00E+12,CereAlé Noisette,Kinder,502,23,63.3,0.363349131
7919,8.00E+12,Ravioli bio au blé complet épinards ricotta burrata,Giovanni Rana,254,4.1,27,0.151851852
7920,3.28E+12,Bâtonnets de surimi,Coraya,112,2.3,10,0.23
7921,3.76E+12,Pain d'épices,"Jardin Bio, Jardin biologique, LEA Nature",326,40,74,0.540540541
7922,3.18E+12,Candy up goût chocolat,Candia,62,9.7,10,0.97
7923,3.03E+12,Jockey 3% de mg nature 100 g x 8,"Danone, Jockey, Jockey natural",72,4.4,4.4,1
7924,3.34E+12,Vico Curly,Vico,463,13,56,0.232142857
7925,3.26E+12,Pains au chocolat format familial,Brioche Pasquier,171,6.75,23,0.293478261
7926,5.01E+12,Country Crisp Chocolat Noir,Jordans,453,20.8,63.5,0.327559055
7927,3.28E+12,L'Original - Bâtonnets de surimi,Coraya,112,2.3,10,0.23
7928,8.08E+12,,Barilla,359,3.5,71,0.049295775
7929,26003146,eau minérale naturelle,"Eau de Beckerich, Rocheval, Source Ophélie",0,0,0,0
7930,3.11E+12,Muesli Croustillant nature sans gluten,Favrichon,455,17,63,0.26984127
7931,3.27E+12,Gésiers de volaille confits,Le Gaulois,171,0,0,0
7932,3.18E+12,Levure de boulanger traditionnelle,Vahiné,0,100,100,1
7933,3.02E+12,Yaos Le Yaourt à la Grecque Nature 8 x 125 g,Nestlé,126.25,4.375,4.375,1
7934,20001056,Miel crémeux,Maribel,302,75.1,75.1,1
7935,5.41E+12,Gazpacho salmorejo,"Alvalle, Pepsico",75,2.8,6,0.466666667
7936,3.66E+12,Pâte à tartiner Noisette & cacao,Poulain,522,59,60,0.983333333
7937,3.02E+12,La tomme de brebis,Lou Pérac,379,0,0,0
7938,3.18E+12,Boursin portions garlic & herbs,"Bel, Boursin",396,2.5,3,0.833333333
7939,8.00E+12,CRUNCH (lot de 2),"Nestlé, Crunch",513,50.4,62.4,0.807692308
7940,3.24E+12,Sodebo Dolce Pizza - 4 Formaggi,Sodebo,233,2.1,28,0.075
7941,4.02E+12,Puffreis mit Schokolade,NIPPON,534,40,59,0.677966102
7942,3.48E+12,Légumes pour couscous et plats orientaux,"Jardin Bio étic, Jardin biologique, Léa Nature",35,3.2,5.2,0.615384615
7943,3.25E+12,Pain complet aux flocons d'avoine les créations 500g,"Chabrior, Intermarché, Les creations",269,5.8,42,0.138095238
7944,7.61E+12,MAGGI KUB OR Classique - 128g,"Kub or, Maggi",185,10.8,22.5,0.48
7945,8.41E+12,Sauce Andalouse,Heinz,543,5.7,6.6,0.863636364
7946,3.12E+12,Orangina zero,Orangina,15,1.65,2.31,0.714285714
7947,3.02E+12,Olives vertes dénoyautées,Tramier,152,0,0.3,0
7948,3.07E+12,Ma pâte à crêpes,Francine,172.5,0.4,32.6,0.012269939
7949,3.56E+12,Crème fraîche 30% mg,"Délisse, Marque Repère",287,1.9,1.9,1
7950,3.56E+12,Crackers Emmental Graines de Courge,"Bio Village, Marque Repère",437,2.4,48,0.05
7951,3.26E+12,Purée de pomme sans sucres ajoutés bocal de 680g,U,53,11,12,0.916666667
7952,3.26E+12,Biscuits bio épeautre et sésames paquet de 150g,"U, U Bio",501,20.4,60.5,0.337190083
7953,5.71E+12,Skyr,Logismose,57,3,3.5,0.857142857
7954,3.26E+12,"Biscuits Galettes pur beurre bio , 125g","U, U Bio",491,25,68,0.367647059
7955,3.56E+12,Purée,"Carrefour BIO, Carrefour",359,1.7,78,0.021794872
7956,7.61E+12,Capsules NESCAFE Dolce Gusto Cappuccino Extra Crema 16 Capsules,"Nestlé, Dolce gusto, Nescafe",423,23.9,35.9,0.665738162
7957,3.26E+12,"Biscottes très pauvre en sel x36, 300g",U,402,7.3,75,0.097333333
7958,20711948,Pâte à pizza,Toque du Chef,291,0.9,46,0.019565217
7959,3.05E+12,Lindt chocolate negro Limon con Gengibre con amandes,Lindt&Sprüngli,534,46,51,0.901960784
7960,4.00E+12,Goldsaft,"Grafschafter, Grafschafter Krautfabrik",305,66,70,0.942857143
7961,3.76E+12,Couscous légumes du soleil,"Jardin bio, Léa Nature",147,3,24,0.125
7962,3.02E+12,Petit pot de crème Saveur vanille,"Nestlé, La Laitière",182,15.3,18.4,0.831521739
7963,3.56E+12,Margarine allégée au tournesol 60% Mat. Gr. - barquette,"Marque Repère, NAT&vie",540,0.2,0.2,1
7964,3.25E+12,Carottes,Monique ranou,72,5,5.7,0.877192982
7965,3.27E+12,Sirop de Pêche blanche,La maison guiot,321,78.7,79,0.996202532
7966,3.28E+12,Salade de boulgour aux cranberries noisettes,Pierre Martinet,507,10.5,60,0.175
7967,3.17E+12,Filets de Maquereaux a la Catalane,Saupiquet,167,2.6,3.2,0.8125
7968,20592998,Emmental français 10 tranches,Étoile d'Or,380,0.5,0.5,1
7969,3.18E+12,Biscuit Crousti Pause choco noisette ss gluten,Gerblé,468,42,71,0.591549296
7970,8.08E+12,Coquillettes sans gluten,Barilla,363,0.6,79.6,0.007537688
7971,3.26E+12,Galette de mais,"U, U Bio",379,1.2,76,0.015789474
7972,3.53E+12,Elben Lait fermenté,"Candia, Lacteor, Sodiaal",35,4.3,4.3,1
7973,3.25E+12,Extra Moelleux complet 500g,"Chabrior, Intermarché",247,4.6,41,0.112195122
7974,8.72E+12,Lipton Saveurs du Soir Infusion Grand Sud Menthe et Réglisse 20 Sachets Pyramid®,"Infusion, Lipton",4,0.5,0.5,1
7975,3.26E+12,Oeufs Plein air Bleu Blanc Coeur - Boîte de 10,"U Bio,U",140,0.5,0.5,1
7976,8.41E+12,Pan multifibras,Mercadona,250,2.1,43.3,0.048498845
7977,3.45E+12,La Crème Semi-Epaisse Légère 18%MG,Elle & Vire,188,3.8,3.8,1
7978,3.60E+12,Colin d'Alaska façon Fish and Chips,Findus,230,0.6,19,0.031578947
7979,9.00E+12,Lait de coco light,kara,137,2.8,3.6,0.777777778
7980,3.56E+12,Pois chiches au sel de Noirmoutier,"Carrefour BIO,Carrefour",130,0.5,16,0.03125
